AlfaNumerico,AlfaNumerico,Fecha,Hora,AlfaNumerico,AlfaNumerico,Correo Electrónico,Telefóno,Telefóno,Telefóno,AlfaNumerico,Estatus
MP00006398,MP00006398,2023-02-21,00:20:44,PL007,SIC0048777,x@x.com,9999123456,9999123451,9999123452,,1
MP00006399,MP00006399,2023-02-21,00:20:44,PL007,SIC0084031,x@x.com,9999123456,9999123451,9999123452,,1
MP00006401,MP00006401,2023-02-21,00:20:44,PL007,SIC0020766,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006402,MP00006402,2023-02-21,00:20:44,PL007,SIC0062667,x@x.com,9999123456,9999123451,9999123452,,1
MP00006403,MP00006403,2023-02-21,00:20:44,PL007,SIC0013038,x@x.com,9999123456,9999123451,9999123452,,1
MP00006404,MP00006404,2023-02-21,00:20:44,PL007,SIC0070584,x@x.com,9999123456,9999123451,9999123452,,1
MP00006405,MP00006405,2023-02-21,00:20:44,PL007,SIC0041162,x@x.com,9999123456,9999123451,9999123452,,1
MP00006406,MP00006406,2023-02-21,00:20:44,PL007,SIC0094355,x@x.com,9999123456,9999123451,9999123452,,1
MP00006407,MP00006407,2023-02-21,00:20:44,PL007,SIC0065698,x@x.com,9999123456,9999123451,9999123452,,1
MP00006408,MP00006408,2023-02-21,00:20:44,PL007,SIC0053006,x@x.com,9999123456,9999123451,9999123452,,1
MP00006409,MP00006409,2023-02-21,00:20:44,PL007,SIC0046454,x@x.com,9999123456,9999123451,9999123452,,1
MP00006410,MP00006410,2023-02-21,00:20:44,PL007,SIC0079489,x@x.com,9999123456,9999123451,9999123452,,1
MP00006411,MP00006411,2023-02-21,00:20:44,PL007,SIC0017213,x@x.com,9999123456,9999123451,9999123452,,1
MP00006412,MP00006412,1997-01-20,00:20:44,PL007,SIC0007342,x@x.com,9999123456,9999123451,9999123452,SITIENE1,1
MP00006414,MP00006414,2023-02-21,00:20:44,PL007,SIC0057386,x@x.com,9999123456,9999123451,9999123452,,1
MP00006415,MP00006415,2023-02-21,00:20:44,PL007,SIC0020126,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006416,MP00006416,2023-02-21,00:20:44,PL007,SIC0004228,x@x.com,9999123456,9999123451,9999123452,,1
MP00006417,MP00006417,2023-02-21,00:20:44,PL007,SIC0065136,x@x.com,9999123456,9999123451,9999123452,,1
MP00006418,MP00006418,2023-02-21,00:20:44,PL007,SIC0107755,x@x.com,9999123456,9999123451,9999123452,,1
MP00006419,MP00006419,2023-02-21,00:20:44,PL007,SIC0082848,x@x.com,9999123456,9999123451,9999123452,,1
MP00006420,MP00006420,2023-02-21,00:20:44,PL007,SIC0085961,x@x.com,9999123456,9999123451,9999123452,,1
MP00006421,MP00006421,2023-02-21,00:20:44,PL007,SIC0077937,x@x.com,9999123456,9999123451,9999123452,,1
MP00006423,MP00006423,2023-02-21,00:20:44,PL007,SIC0109175,x@x.com,9999123456,9999123451,9999123452,,1
MP00006424,MP00006424,2023-02-21,00:20:44,PL007,SIC0099507,x@x.com,9999123456,9999123451,9999123452,,1
MP00006425,MP00006425,2023-02-21,00:20:44,PL007,SIC0116177,x@x.com,9999123456,9999123451,9999123452,,1
MP00006426,MP00006426,2023-02-21,00:20:44,PL007,SIC0067580,x@x.com,9999123456,9999123451,9999123452,,1
MP00006427,MP00006427,2023-02-21,00:20:44,PL007,SIC0051741,x@x.com,9999123456,9999123451,9999123452,,1
MP00006428,MP00006428,2023-02-21,00:20:44,PL007,SIC0003733,x@x.com,9999123456,9999123451,9999123452,,1
MP00006429,MP00006429,2023-02-21,00:20:44,PL007,SIC0066579,x@x.com,9999123456,9999123451,9999123452,,1
MP00006430,MP00006430,2023-02-21,00:20:44,PL007,SIC0040792,x@x.com,9999123456,9999123451,9999123452,,1
MP00006431,MP00006431,2023-02-21,00:20:44,PL007,SIC0008852,x@x.com,9999123456,9999123451,9999123452,,1
MP00006432,MP00006432,2023-02-21,00:20:44,PL007,SIC0011026,x@x.com,9999123456,9999123451,9999123452,,1
MP00006433,MP00006433,2023-02-21,00:20:44,PL007,SIC0025649,x@x.com,9999123456,9999123451,9999123452,,1
MP00006434,MP00006434,2023-02-21,00:20:44,PL007,SIC0109819,x@x.com,9999123456,9999123451,9999123452,,1
MP00006435,MP00006435,2023-02-21,00:20:44,PL007,SIC0028975,x@x.com,9999123456,9999123451,9999123452,,1
MP00006436,MP00006436,2023-02-21,00:20:44,PL007,SIC0009787,x@x.com,9999123456,9999123451,9999123452,,1
MP00006437,MP00006437,2023-02-21,00:20:44,PL007,SIC0072139,x@x.com,9999123456,9999123451,9999123452,,1
MP00006438,MP00006438,2023-02-21,00:20:44,PL007,SIC0059942,x@x.com,9999123456,9999123451,9999123452,,1
MP00006439,MP00006439,2023-02-21,00:20:44,PL007,SIC0031564,x@x.com,9999123456,9999123451,9999123452,,1
MP00006440,MP00006440,2023-02-21,00:20:44,PL007,SIC0065777,x@x.com,9999123456,9999123451,9999123452,,1
MP00006441,MP00006441,2023-02-21,00:20:44,PL007,SIC0070211,x@x.com,9999123456,9999123451,9999123452,,1
MP00006442,MP00006442,2019-03-25,00:20:44,PL007,SIC0104378,x@x.com,9999123456,9999123451,9999123452,,1
MP00006443,MP00006443,2023-02-21,00:20:44,PL007,SIC0090400,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006444,MP00006444,2014-11-28,00:20:44,PL007,SIC0109131,x@x.com,9999123456,9999123451,9999123452,,1
MP00006445,MP00006445,2023-02-21,00:20:44,PL007,SIC0114600,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006446,MP00006446,2023-02-21,00:20:44,PL007,SIC0016794,x@x.com,9999123456,9999123451,9999123452,,1
MP00006447,MP00006447,2023-02-21,00:20:44,PL007,SIC0112098,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006448,MP00006448,2023-02-21,00:20:44,PL007,SIC0066469,x@x.com,9999123456,9999123451,9999123452,,1
MP00006449,MP00006449,2023-02-21,00:20:44,PL007,SIC0118432,x@x.com,9999123456,9999123451,9999123452,,1
MP00006450,MP00006450,2023-02-21,00:20:44,PL007,SIC0027006,x@x.com,9999123456,9999123451,9999123452,,1
MP00006451,MP00006451,2023-02-21,00:20:44,PL007,SIC0007935,x@x.com,9999123456,9999123451,9999123452,,1
MP00006452,MP00006452,2023-02-21,00:20:44,PL007,SIC0028634,x@x.com,9999123456,9999123451,9999123452,,1
MP00006453,MP00006453,2023-02-21,00:20:44,PL007,SIC0073448,x@x.com,9999123456,9999123451,9999123452,,1
MP00006454,MP00006454,2023-02-21,00:20:44,PL007,SIC0041809,x@x.com,9999123456,9999123451,9999123452,,1
MP00006455,MP00006455,2023-02-21,00:20:44,PL007,SIC0028522,x@x.com,9999123456,9999123451,9999123452,,1
MP00006456,MP00006456,2023-02-21,00:20:44,PL007,SIC0074802,x@x.com,9999123456,9999123451,9999123452,,1
MP00006457,MP00006457,2023-02-21,00:20:44,PL007,SIC0026548,x@x.com,9999123456,9999123451,9999123452,,1
MP00006458,MP00006458,2023-02-21,00:20:44,PL007,SIC0059201,x@x.com,9999123456,9999123451,9999123452,,1
MP00006459,MP00006459,2019-08-09,00:20:44,PL007,SIC0110674,x@x.com,9999123456,9999123451,9999123452,,1
MP00006460,MP00006460,2023-02-21,00:20:44,PL007,SIC0090807,x@x.com,9999123456,9999123451,9999123452,,1
MP00006461,MP00006461,2023-02-21,00:20:44,PL007,SIC0005897,x@x.com,9999123456,9999123451,9999123452,,1
MP00006462,MP00006462,2023-02-21,00:20:44,PL007,SIC0034064,x@x.com,9999123456,9999123451,9999123452,,1
MP00006463,MP00006463,2023-02-21,00:20:44,PL007,SIC0065235,x@x.com,9999123456,9999123451,9999123452,,1
MP00006464,MP00006464,2023-02-21,00:20:44,PL007,SIC0086270,x@x.com,9999123456,9999123451,9999123452,,1
MP00006465,MP00006465,2023-02-21,00:20:44,PL007,SIC0116447,x@x.com,9999123456,9999123451,9999123452,,1
MP00006466,MP00006466,2023-02-21,00:20:44,PL007,SIC0102603,x@x.com,9999123456,9999123451,9999123452,,1
MP00006467,MP00006467,2023-02-21,00:20:44,PL007,SIC0077416,x@x.com,9999123456,9999123451,9999123452,,1
MP00006468,MP00006468,2023-02-21,00:20:44,PL007,SIC0041847,x@x.com,9999123456,9999123451,9999123452,,1
MP00006469,MP00006469,2023-02-21,00:20:44,PL007,SIC0053404,x@x.com,9999123456,9999123451,9999123452,,1
MP00006470,MP00006470,2023-02-21,00:20:44,PL007,SIC0097882,x@x.com,9999123456,9999123451,9999123452,,1
MP00006471,MP00006471,2023-02-21,00:20:44,PL007,SIC0105951,x@x.com,9999123456,9999123451,9999123452,,1
MP00006472,MP00006472,2013-12-14,00:20:44,PL007,SIC0037544,x@x.com,9999123456,9999123451,9999123452,,1
MP00006473,MP00006473,2023-02-21,00:20:44,PL007,SIC0116011,x@x.com,9999123456,9999123451,9999123452,,1
MP00006474,MP00006474,2023-02-21,00:20:44,PL007,SIC0010322,x@x.com,9999123456,9999123451,9999123452,,1
MP00006475,MP00006475,2023-02-21,00:20:44,PL007,SIC0105781,x@x.com,9999123456,9999123451,9999123452,,1
MP00006476,MP00006476,2023-02-21,00:20:44,PL007,SIC0104428,x@x.com,9999123456,9999123451,9999123452,,1
MP00006477,MP00006477,2023-02-21,00:20:44,PL007,SIC0053239,x@x.com,9999123456,9999123451,9999123452,,1
MP00006478,MP00006478,2023-02-21,00:20:44,PL007,SIC0080306,x@x.com,9999123456,9999123451,9999123452,,1
MP00006479,MP00006479,2023-02-21,00:20:44,PL007,SIC0115636,x@x.com,9999123456,9999123451,9999123452,,1
MP00006480,MP00006480,2023-02-21,00:20:44,PL007,SIC0054806,x@x.com,9999123456,9999123451,9999123452,,1
MP00006481,MP00006481,2023-02-21,00:20:44,PL007,SIC0006226,x@x.com,9999123456,9999123451,9999123452,,1
MP00006482,MP00006482,2016-10-05,00:20:44,PL007,SIC0003706,x@x.com,9999123456,9999123451,9999123452,,1
MP00006483,MP00006483,2023-02-21,00:20:44,PL007,SIC0033073,x@x.com,9999123456,9999123451,9999123452,,1
MP00006484,MP00006484,2023-02-21,00:20:44,PL007,SIC0007976,x@x.com,9999123456,9999123451,9999123452,,1
MP00006485,MP00006485,2023-02-21,00:20:44,PL007,SIC0070300,x@x.com,9999123456,9999123451,9999123452,,1
MP00006486,MP00006486,2023-02-21,00:20:44,PL007,SIC0059242,x@x.com,9999123456,9999123451,9999123452,,1
MP00006487,MP00006487,2023-02-21,00:20:44,PL007,SIC0087706,x@x.com,9999123456,9999123451,9999123452,SITIENE,1
MP00006488,MP00006488,2023-02-21,00:20:44,PL007,SIC0034687,x@x.com,9999123456,9999123451,9999123452,,1
MP00006489,MP00006489,2023-02-21,00:20:44,PL007,SIC0023105,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006490,MP00006490,2023-02-21,00:20:44,PL007,SIC0012800,x@x.com,9999123456,9999123451,9999123452,,1
MP00006491,MP00006491,2023-02-21,00:20:44,PL007,SIC0049665,x@x.com,9999123456,9999123451,9999123452,,1
MP00006492,MP00006492,2023-02-21,00:20:44,PL007,SIC0112744,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006493,MP00006493,2023-02-21,00:20:44,PL007,SIC0043425,x@x.com,9999123456,9999123451,9999123452,,1
MP00006494,MP00006494,2023-02-21,00:20:44,PL007,SIC0016205,x@x.com,9999123456,9999123451,9999123452,,1
MP00006495,MP00006495,2023-02-21,00:20:44,PL007,SIC0028252,x@x.com,9999123456,9999123451,9999123452,,1
MP00006496,MP00006496,2023-02-21,00:20:44,PL007,SIC0103758,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006497,MP00006497,2023-02-21,00:20:44,PL007,SIC0007690,x@x.com,9999123456,9999123451,9999123452,,1
MP00006498,MP00006498,2023-02-21,00:20:44,PL007,SIC0007408,x@x.com,9999123456,9999123451,9999123452,,1
MP00006499,MP00006499,2023-02-21,00:20:44,PL007,SIC0055556,x@x.com,9999123456,9999123451,9999123452,,1
MP00006500,MP00006500,2023-02-21,00:20:44,PL007,SIC0031851,x@x.com,9999123456,9999123451,9999123452,,1
MP00006501,MP00006501,2023-02-21,00:20:44,PL007,SIC0045459,x@x.com,9999123456,9999123451,9999123452,,1
MP00006502,MP00006502,2023-02-21,00:20:44,PL007,SIC0033451,x@x.com,9999123456,9999123451,9999123452,,1
MP00006503,MP00006503,2023-02-21,00:20:44,PL007,SIC0061859,x@x.com,9999123456,9999123451,9999123452,,1
MP00006504,MP00006504,2023-02-21,00:20:44,PL007,SIC0055917,x@x.com,9999123456,9999123451,9999123452,,1
MP00006505,MP00006505,2023-02-21,00:20:44,PL007,SIC0101368,x@x.com,9999123456,9999123451,9999123452,,1
MP00006506,MP00006506,2023-02-21,00:20:44,PL007,SIC0090103,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006507,MP00006507,2023-02-21,00:20:44,PL007,SIC0000053,x@x.com,9999123456,9999123451,9999123452,,1
MP00006508,MP00006508,2023-02-21,00:20:44,PL007,SIC0039536,x@x.com,9999123456,9999123451,9999123452,,1
MP00006509,MP00006509,2023-02-21,00:20:44,PL007,SIC0008563,x@x.com,9999123456,9999123451,9999123452,,1
MP00006510,MP00006510,2023-02-21,00:20:44,PL007,SIC0002062,x@x.com,9999123456,9999123451,9999123452,,1
MP00006511,MP00006511,2023-02-21,00:20:44,PL007,SIC0082830,x@x.com,9999123456,9999123451,9999123452,,1
MP00006512,MP00006512,2023-02-21,00:20:44,PL007,SIC0098530,x@x.com,9999123456,9999123451,9999123452,,1
MP00006513,MP00006513,2023-02-21,00:20:44,PL007,SIC0043815,x@x.com,9999123456,9999123451,9999123452,,1
MP00006514,MP00006514,2023-02-21,00:20:44,PL007,SIC0027301,x@x.com,9999123456,9999123451,9999123452,,1
MP00006515,MP00006515,2019-09-07,00:20:44,PL007,SIC0083177,x@x.com,9999123456,9999123451,9999123452,,1
MP00006516,MP00006516,2023-02-21,00:20:44,PL007,SIC0082328,x@x.com,9999123456,9999123451,9999123452,,1
MP00006517,MP00006517,2023-02-21,00:20:44,PL007,SIC0035540,x@x.com,9999123456,9999123451,9999123452,,1
MP00006518,MP00006518,2023-02-21,00:20:44,PL007,SIC0010268,x@x.com,9999123456,9999123451,9999123452,,1
MP00006519,MP00006519,2019-08-25,00:20:44,PL007,SIC0103454,x@x.com,9999123456,9999123451,9999123452,,1
MP00006520,MP00006520,2023-02-21,00:20:44,PL007,SIC0055433,x@x.com,9999123456,9999123451,9999123452,,1
MP00006521,MP00006521,2016-11-13,00:20:44,PL007,SIC0016245,x@x.com,9999123456,9999123451,9999123452,,1
MP00006522,MP00006522,2023-02-21,00:20:44,PL007,SIC0018593,x@x.com,9999123456,9999123451,9999123452,,1
MP00006523,MP00006523,2023-02-21,00:20:44,PL007,SIC0113160,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006524,MP00006524,2023-02-21,00:20:44,PL007,SIC0081437,x@x.com,9999123456,9999123451,9999123452,,1
MP00006525,MP00006525,2023-02-21,00:20:44,PL007,SIC0019312,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006526,MP00006526,2023-02-21,00:20:44,PL007,SIC0026743,x@x.com,9999123456,9999123451,9999123452,,1
MP00006528,MP00006528,2023-02-21,00:20:44,PL007,SIC0065920,x@x.com,9999123456,9999123451,9999123452,,1
MP00006529,MP00006529,2023-02-21,00:20:44,PL007,SIC0090693,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006530,MP00006530,2023-02-21,00:20:44,PL007,SIC0089399,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006531,MP00006531,2023-02-21,00:20:44,PL007,SIC0072400,x@x.com,9999123456,9999123451,9999123452,,1
MP00006532,MP00006532,2023-02-21,00:20:44,PL007,SIC0096583,x@x.com,9999123456,9999123451,9999123452,,1
MP00006533,MP00006533,2023-02-21,00:20:44,PL007,SIC0058822,x@x.com,9999123456,9999123451,9999123452,,1
MP00006534,MP00006534,2023-02-21,00:20:44,PL007,SIC0011757,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006535,MP00006535,2023-02-21,00:20:44,PL007,SIC0105143,x@x.com,9999123456,9999123451,9999123452,,1
MP00006536,MP00006536,2023-02-21,00:20:44,PL007,SIC0111263,x@x.com,9999123456,9999123451,9999123452,,1
MP00006537,MP00006537,2023-02-21,00:20:44,PL007,SIC0078038,x@x.com,9999123456,9999123451,9999123452,,1
MP00006538,MP00006538,2023-02-21,00:20:44,PL007,SIC0019318,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006539,MP00006539,2023-02-21,00:20:44,PL007,SIC0088665,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006540,MP00006540,2023-02-21,00:20:44,PL007,SIC0051933,x@x.com,9999123456,9999123451,9999123452,,1
MP00006541,MP00006541,2023-02-21,00:20:44,PL007,SIC0042905,x@x.com,9999123456,9999123451,9999123452,,1
MP00006542,MP00006542,2023-02-21,00:20:44,PL007,SIC0081776,x@x.com,9999123456,9999123451,9999123452,,1
MP00006543,MP00006543,2023-02-21,00:20:44,PL007,SIC0112413,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006544,MP00006544,2023-02-21,00:20:44,PL007,SIC0010292,x@x.com,9999123456,9999123451,9999123452,,1
MP00006545,MP00006545,2023-02-21,00:20:44,PL007,SIC0014432,x@x.com,9999123456,9999123451,9999123452,,1
MP00006546,MP00006546,2023-02-21,00:20:44,PL007,SIC0099617,x@x.com,9999123456,9999123451,9999123452,,1
MP00006547,MP00006547,2023-02-21,00:20:44,PL007,SIC0006056,x@x.com,9999123456,9999123451,9999123452,,1
MP00006548,MP00006548,2023-02-21,00:20:44,PL007,SIC0119004,x@x.com,9999123456,9999123451,9999123452,,1
MP00006549,MP00006549,2023-02-21,00:20:44,PL007,SIC0095057,x@x.com,9999123456,9999123451,9999123452,,1
MP00006550,MP00006550,2023-02-21,00:20:44,PL007,SIC0056590,x@x.com,9999123456,9999123451,9999123452,,1
MP00006551,MP00006551,2023-02-21,00:20:44,PL007,SIC0000568,x@x.com,9999123456,9999123451,9999123452,,1
MP00006552,MP00006552,2023-02-21,00:20:44,PL007,SIC0052630,x@x.com,9999123456,9999123451,9999123452,,1
MP00006553,MP00006553,2023-02-21,00:20:44,PL007,SIC0060343,x@x.com,9999123456,9999123451,9999123452,,1
MP00006554,MP00006554,2023-02-21,00:20:44,PL007,SIC0030193,x@x.com,9999123456,9999123451,9999123452,,1
MP00006555,MP00006555,2023-02-21,00:20:44,PL007,SIC0028883,x@x.com,9999123456,9999123451,9999123452,,1
MP00006556,MP00006556,2023-02-21,00:20:44,PL007,SIC0105126,x@x.com,9999123456,9999123451,9999123452,,1
MP00006557,MP00006557,2023-02-21,00:20:44,PL007,SIC0034358,x@x.com,9999123456,9999123451,9999123452,,1
MP00006558,MP00006558,2023-02-21,00:20:44,PL007,SIC0063995,x@x.com,9999123456,9999123451,9999123452,,1
MP00006559,MP00006559,2023-02-21,00:20:44,PL007,SIC0003509,x@x.com,9999123456,9999123451,9999123452,,1
MP00006560,MP00006560,2023-02-21,00:20:44,PL007,SIC0011849,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006561,MP00006561,2023-02-21,00:20:44,PL007,SIC0057913,x@x.com,9999123456,9999123451,9999123452,,1
MP00006562,MP00006562,2023-02-21,00:20:44,PL007,SIC0117911,x@x.com,9999123456,9999123451,9999123452,,1
MP00006563,MP00006563,2023-02-21,00:20:44,PL007,SIC0054469,x@x.com,9999123456,9999123451,9999123452,,1
MP00006564,MP00006564,2023-02-21,00:20:44,PL007,SIC0060940,x@x.com,9999123456,9999123451,9999123452,,1
MP00006565,MP00006565,2023-02-21,00:20:44,PL007,SIC0113460,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006566,MP00006566,2023-02-21,00:20:44,PL007,SIC0004637,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006567,MP00006567,2023-02-21,00:20:44,PL007,SIC0038585,x@x.com,9999123456,9999123451,9999123452,,1
MP00006568,MP00006568,2023-02-21,00:20:44,PL007,SIC0100196,x@x.com,9999123456,9999123451,9999123452,,1
MP00006569,MP00006569,2023-02-21,00:20:44,PL007,SIC0044823,x@x.com,9999123456,9999123451,9999123452,,1
MP00006570,MP00006570,2023-02-21,00:20:44,PL007,SIC0079085,x@x.com,9999123456,9999123451,9999123452,,1
MP00006571,MP00006571,2023-02-21,00:20:44,PL007,SIC0054423,x@x.com,9999123456,9999123451,9999123452,,1
MP00006572,MP00006572,2023-02-21,00:20:44,PL007,SIC0072743,x@x.com,9999123456,9999123451,9999123452,,1
MP00006573,MP00006573,2023-02-21,00:20:44,PL007,SIC0065775,x@x.com,9999123456,9999123451,9999123452,,1
MP00006574,MP00006574,2023-02-21,00:20:44,PL007,SIC0085041,x@x.com,9999123456,9999123451,9999123452,,1
MP00006575,MP00006575,2014-07-15,00:20:44,PL007,SIC0029495,x@x.com,9999123456,9999123451,9999123452,,1
MP00006576,MP00006576,2023-02-21,00:20:44,PL007,SIC0085448,x@x.com,9999123456,9999123451,9999123452,,1
MP00006577,MP00006577,2023-02-21,00:20:44,PL007,SIC0073710,x@x.com,9999123456,9999123451,9999123452,,1
MP00006579,MP00006579,2023-02-21,00:20:44,PL007,SIC0033910,x@x.com,9999123456,9999123451,9999123452,,1
MP00006580,MP00006580,2023-02-21,00:20:44,PL007,SIC0053811,x@x.com,9999123456,9999123451,9999123452,,1
MP00006582,MP00006582,2023-02-21,00:20:44,PL007,SIC0053451,x@x.com,9999123456,9999123451,9999123452,,1
MP00006583,MP00006583,2023-02-21,00:20:44,PL007,SIC0082585,x@x.com,9999123456,9999123451,9999123452,,1
MP00006584,MP00006584,2023-02-21,00:20:44,PL007,SIC0014091,x@x.com,9999123456,9999123451,9999123452,,1
MP00006585,MP00006585,2023-02-21,00:20:44,PL007,SIC0032869,x@x.com,9999123456,9999123451,9999123452,,1
MP00006586,MP00006586,2023-02-21,00:20:44,PL007,SIC0090447,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006587,MP00006587,2023-02-21,00:20:44,PL007,SIC0052412,x@x.com,9999123456,9999123451,9999123452,,1
MP00006588,MP00006588,2023-02-21,00:20:44,PL007,SIC0076960,x@x.com,9999123456,9999123451,9999123452,,1
MP00006589,MP00006589,2013-10-14,00:20:44,PL007,SIC0074874,x@x.com,9999123456,9999123451,9999123452,,1
MP00006590,MP00006590,2023-02-21,00:20:44,PL007,SIC0003474,x@x.com,9999123456,9999123451,9999123452,,1
MP00006591,MP00006591,2023-02-21,00:20:44,PL007,SIC0052885,x@x.com,9999123456,9999123451,9999123452,,1
MP00006592,MP00006592,2023-02-21,00:20:44,PL007,SIC0054610,x@x.com,9999123456,9999123451,9999123452,,1
MP00006593,MP00006593,2023-02-21,00:20:44,PL007,SIC0032593,x@x.com,9999123456,9999123451,9999123452,,1
MP00006594,MP00006594,2023-02-21,00:20:44,PL007,SIC0024853,x@x.com,9999123456,9999123451,9999123452,,1
MP00006595,MP00006595,2023-02-21,00:20:44,PL007,SIC0109877,x@x.com,9999123456,9999123451,9999123452,,1
MP00006596,MP00006596,2023-02-21,00:20:44,PL007,SIC0094410,x@x.com,9999123456,9999123451,9999123452,,1
MP00006597,MP00006597,2023-02-21,00:20:44,PL007,SIC0055245,x@x.com,9999123456,9999123451,9999123452,,1
MP00006598,MP00006598,2023-02-21,00:20:44,PL007,SIC0111907,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006599,MP00006599,2023-02-21,00:20:44,PL007,SIC0101167,x@x.com,9999123456,9999123451,9999123452,,1
MP00006600,MP00006600,2023-02-21,00:20:44,PL007,SIC0089463,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006601,MP00006601,2023-02-21,00:20:44,PL007,SIC0039693,x@x.com,9999123456,9999123451,9999123452,,1
MP00006603,MP00006603,2023-02-21,00:20:44,PL007,SIC0096134,x@x.com,9999123456,9999123451,9999123452,,1
MP00006604,MP00006604,2023-02-21,00:20:44,PL007,SIC0109404,x@x.com,9999123456,9999123451,9999123452,,1
MP00006605,MP00006605,2023-02-21,00:20:44,PL007,SIC0101648,x@x.com,9999123456,9999123451,9999123452,,1
MP00006606,MP00006606,2023-02-21,00:20:44,PL007,SIC0095315,x@x.com,9999123456,9999123451,9999123452,,1
MP00006607,MP00006607,2023-02-21,00:20:44,PL007,SIC0109022,x@x.com,9999123456,9999123451,9999123452,,1
MP00006608,MP00006608,2023-02-21,00:20:44,PL007,SIC0028179,x@x.com,9999123456,9999123451,9999123452,,1
MP00006609,MP00006609,2023-02-21,00:20:44,PL007,SIC0058861,x@x.com,9999123456,9999123451,9999123452,,1
MP00006610,MP00006610,2023-02-21,00:20:44,PL007,SIC0071829,x@x.com,9999123456,9999123451,9999123452,,1
MP00006611,MP00006611,2023-02-21,00:20:44,PL007,SIC0010420,x@x.com,9999123456,9999123451,9999123452,,1
MP00006612,MP00006612,2019-07-28,00:20:44,PL007,SIC0021371,x@x.com,9999123456,9999123451,9999123452,SITIENE,1
MP00006613,MP00006613,2023-03-17,00:20:44,PL007,SIC0103547,x@x.com,9999123456,9999123451,9999123452,,1
MP00006614,MP00006614,2023-02-21,00:20:44,PL007,SIC0011182,x@x.com,9999123456,9999123451,9999123452,,1
MP00006615,MP00006615,2023-02-21,00:20:44,PL007,SIC0073095,x@x.com,9999123456,9999123451,9999123452,,1
MP00006616,MP00006616,2023-02-21,00:20:44,PL007,SIC0024127,x@x.com,9999123456,9999123451,9999123452,,1
MP00006617,MP00006617,2023-02-21,00:20:44,PL007,SIC0034915,x@x.com,9999123456,9999123451,9999123452,,1
MP00006618,MP00006618,2023-02-21,00:20:44,PL007,SIC0072863,x@x.com,9999123456,9999123451,9999123452,,1
MP00006619,MP00006619,2023-02-21,00:20:44,PL007,SIC0054819,x@x.com,9999123456,9999123451,9999123452,,1
MP00006620,MP00006620,2023-02-21,00:20:44,PL007,SIC0103404,x@x.com,9999123456,9999123451,9999123452,,1
MP00006622,MP00006622,2023-02-21,00:20:44,PL007,SIC0013941,x@x.com,9999123456,9999123451,9999123452,,1
MP00006623,MP00006623,2023-02-21,00:20:44,PL007,SIC0084100,x@x.com,9999123456,9999123451,9999123452,,1
MP00006624,MP00006624,2023-02-21,00:20:44,PL007,SIC0006277,x@x.com,9999123456,9999123451,9999123452,,1
MP00006626,MP00006626,2023-02-21,00:20:44,PL007,SIC0104011,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006627,MP00006627,2023-02-21,00:20:44,PL007,SIC0032266,x@x.com,9999123456,9999123451,9999123452,,1
MP00006628,MP00006628,2023-02-21,00:20:44,PL007,SIC0004875,x@x.com,9999123456,9999123451,9999123452,,1
MP00006629,MP00006629,2023-02-21,00:20:44,PL007,SIC0076009,x@x.com,9999123456,9999123451,9999123452,,1
MP00006630,MP00006630,2023-02-21,00:20:44,PL007,SIC0056368,x@x.com,9999123456,9999123451,9999123452,,1
MP00006631,MP00006631,2023-02-21,00:20:44,PL007,SIC0000370,x@x.com,9999123456,9999123451,9999123452,,1
MP00006632,MP00006632,2023-03-17,00:20:44,PL007,SIC0118307,x@x.com,9999123456,9999123451,9999123452,,1
MP00006633,MP00006633,2023-02-21,00:20:44,PL007,SIC0068352,x@x.com,9999123456,9999123451,9999123452,,1
MP00006634,MP00006634,2023-02-21,00:20:44,PL007,SIC0080169,x@x.com,9999123456,9999123451,9999123452,,1
MP00006635,MP00006635,2023-02-21,00:20:44,PL007,SIC0093409,x@x.com,9999123456,9999123451,9999123452,,1
